"data.race","data.partyid"
"15524","white","not str republican"
"15525","white","strong republican"
"15526","white","not str democrat"
"15527","white","strong democrat"
"15528","white","strong democrat"
"15529","white","ind,near rep"
"15530","white","ind,near dem"
"15531","white","strong republican"
"15532","white","not str democrat"
"15533","white","other party"
"15534","white","not str democrat"
"15535","white","strong republican"
"15536","white","strong democrat"
"15537","white","strong democrat"
"15538","white","strong democrat"
"15539","white","ind,near dem"
"15540","white","not str democrat"
"15541","white","independent"
"15542","white","not str democrat"
"15543","white","not str democrat"
"15544","white","independent"
"15545","white","not str democrat"
"15546","white","not str democrat"
"15547","white","ind,near dem"
"15548","white","ind,near rep"
"15549","white","not str democrat"
"15550","white","not str democrat"
"15551","white","not str democrat"
"15552","white","ind,near rep"
"15553","white","ind,near dem"
"15554","white","not str democrat"
"15555","white","independent"
"15556","white","ind,near dem"
"15557","white","independent"
"15558","white","not str democrat"
"15559","white","not str democrat"
"15560","white","ind,near dem"
"15561","white","ind,near dem"
"15562","white","not str republican"
"15563","white","independent"
"15564","white","ind,near dem"
"15565","white","ind,near dem"
"15566","white","ind,near rep"
"15567","white","not str democrat"
"15568","white","independent"
"15569","white","ind,near dem"
"15570","white","not str republican"
"15571","white","ind,near dem"
"15572","white","ind,near rep"
"15573","white","ind,near dem"
"15574","white","strong democrat"
"15575","white","not str democrat"
"15576","white","ind,near dem"
"15577","white","independent"
"15578","white","ind,near rep"
"15579","white","independent"
"15580","white","strong republican"
"15581","white","ind,near dem"
"15582","black","independent"
"15583","white","not str democrat"
"15584","white","strong democrat"
"15586","white","ind,near dem"
"15587","white","independent"
"15588","other","not str democrat"
"15589","other","independent"
"15590","black","not str democrat"
"15591","white","not str democrat"
"15592","other","strong republican"
"15593","black","not str democrat"
"15594","black","not str democrat"
"15595","black","strong democrat"
"15596","black","strong democrat"
"15597","white","strong democrat"
"15598","black","strong democrat"
"15599","other","not str republican"
"15600","white","independent"
"15601","white","not str democrat"
"15602","other","not str democrat"
"15603","white","strong democrat"
"15604","other","not str republican"
"15605","black","not str democrat"
"15606","white","strong republican"
"15607","white","independent"
"15608","white","strong democrat"
"15609","black","not str democrat"
"15610","white","strong democrat"
"15611","white","strong democrat"
"15612","white","strong democrat"
"15613","black","ind,near rep"
"15614","white","strong republican"
"15615","white","not str republican"
"15616","white","ind,near rep"
"15617","white","not str republican"
"15618","white","independent"
"15619","white","not str democrat"
"15620","white","independent"
"15621","white","not str democrat"
"15622","white","not str republican"
"15623","white","independent"
"15624","white","ind,near dem"
"15625","white","not str republican"
"15626","white","independent"
"15627","white","ind,near dem"
"15628","white","ind,near rep"
"15629","white","independent"
"15630","white","not str republican"
"15631","white","not str republican"
"15632","white","strong democrat"
"15633","white","not str republican"
"15634","white","other party"
"15635","white","not str republican"
"15636","white","not str republican"
"15637","white","not str democrat"
"15638","white","not str republican"
"15639","white","not str republican"
"15640","white","not str democrat"
"15641","other","not str republican"
"15642","white","ind,near dem"
"15643","white","not str republican"
"15644","white","strong republican"
"15645","white","strong democrat"
"15646","white","ind,near dem"
"15647","white","not str republican"
"15648","black","strong democrat"
"15649","black","strong democrat"
"15650","black","strong democrat"
"15651","other","independent"
"15652","white","not str republican"
"15653","white","strong democrat"
"15654","white","not str republican"
"15655","white","not str democrat"
"15656","white","strong republican"
"15657","white","strong democrat"
"15658","white","strong democrat"
"15659","white","strong democrat"
"15660","black","independent"
"15661","white","not str democrat"
"15662","white","not str democrat"
"15663","white","strong republican"
"15664","white","not str democrat"
"15665","white","not str republican"
"15666","white","strong democrat"
"15667","white","ind,near dem"
"15668","other","not str democrat"
"15669","white","independent"
"15670","white","strong democrat"
"15671","white","not str republican"
"15672","white","independent"
"15673","other","not str democrat"
"15674","other","ind,near rep"
"15675","white","strong republican"
"15676","white","ind,near rep"
"15677","white","independent"
"15678","white","ind,near dem"
"15679","white","not str republican"
"15680","white","ind,near rep"
"15681","black","ind,near dem"
"15682","white","not str democrat"
"15683","white","ind,near rep"
"15684","white","not str republican"
"15685","white","not str republican"
"15686","white","independent"
"15687","white","not str republican"
"15688","white","independent"
"15689","white","ind,near dem"
"15690","white","ind,near rep"
"15691","other","not str democrat"
"15692","white","strong democrat"
"15693","white","independent"
"15694","white","ind,near rep"
"15695","white","ind,near rep"
"15696","white","not str democrat"
"15697","other","strong democrat"
"15698","other","independent"
"15699","white","strong democrat"
"15700","black","not str democrat"
"15701","black","strong democrat"
"15702","black","strong democrat"
"15703","black","strong democrat"
"15704","black","ind,near rep"
"15705","black","strong democrat"
"15706","black","not str democrat"
"15707","black","strong democrat"
"15708","black","strong democrat"
"15709","black","not str democrat"
"15710","white","strong republican"
"15711","white","ind,near rep"
"15712","white","ind,near rep"
"15713","white","ind,near dem"
"15714","white","ind,near rep"
"15715","white","not str republican"
"15716","white","not str republican"
"15717","white","independent"
"15718","white","strong democrat"
"15719","white","ind,near rep"
"15720","white","not str republican"
"15721","white","not str republican"
"15722","white","ind,near dem"
"15723","black","independent"
"15724","black","not str democrat"
"15725","black","ind,near dem"
"15726","black","not str democrat"
"15727","black","ind,near dem"
"15728","white","not str republican"
"15729","white","not str democrat"
"15730","white","independent"
"15731","white","not str democrat"
"15732","white","strong republican"
"15733","white","independent"
"15734","white","independent"
"15735","white","not str republican"
"15736","white","ind,near rep"
"15737","white","strong republican"
"15738","white","not str republican"
"15739","white","ind,near dem"
"15740","white","not str democrat"
"15741","white","ind,near rep"
"15742","white","not str democrat"
"15743","black","strong democrat"
"15744","white","not str republican"
"15745","white","strong democrat"
"15746","white","not str democrat"
"15747","white","ind,near rep"
"15748","white","not str republican"
"15749","white","ind,near dem"
"15750","white","independent"
"15751","black","strong democrat"
"15752","white","independent"
"15753","white","not str republican"
"15754","black","independent"
"15755","white","ind,near dem"
"15756","black","strong democrat"
"15757","black","strong democrat"
"15758","black","ind,near dem"
"15760","black","strong democrat"
"15761","black","not str democrat"
"15762","white","ind,near rep"
"15763","white","not str republican"
"15764","white","not str democrat"
"15765","white","ind,near rep"
"15766","white","strong republican"
"15767","white","strong republican"
"15768","white","strong republican"
"15769","white","not str republican"
"15770","white","ind,near rep"
"15771","white","strong democrat"
"15772","white","ind,near dem"
"15773","black","strong democrat"
"15774","white","ind,near dem"
"15775","white","not str democrat"
"15776","white","strong republican"
"15777","white","not str democrat"
"15778","white","strong democrat"
"15779","other","ind,near dem"
"15780","white","independent"
"15781","other","ind,near rep"
"15782","white","ind,near dem"
"15783","white","independent"
"15784","white","independent"
"15785","white","not str democrat"
"15786","white","not str democrat"
"15787","other","not str democrat"
"15788","white","ind,near rep"
"15789","white","ind,near dem"
"15790","white","independent"
"15791","white","ind,near dem"
"15792","white","not str republican"
"15793","white","not str republican"
"15794","white","ind,near rep"
"15795","white","ind,near dem"
"15796","white","ind,near rep"
"15797","white","not str republican"
"15798","white","strong democrat"
"15799","white","not str republican"
"15800","white","other party"
"15801","white","not str republican"
"15802","black","ind,near dem"
"15803","black","independent"
"15804","white","not str democrat"
"15805","white","strong democrat"
"15806","white","ind,near dem"
"15807","white","ind,near dem"
"15808","white","ind,near rep"
"15809","white","not str republican"
"15810","white","not str republican"
"15811","white","ind,near dem"
"15812","white","strong republican"
"15813","white","not str republican"
"15814","white","not str democrat"
"15815","white","independent"
"15816","white","not str democrat"
"15817","white","not str democrat"
"15818","white","independent"
"15819","white","ind,near rep"
"15820","black","strong democrat"
"15821","black","independent"
"15822","white","ind,near dem"
"15824","white","not str republican"
"15825","white","not str republican"
"15826","white","not str democrat"
"15827","white","ind,near rep"
"15828","white","not str democrat"
"15829","white","strong democrat"
"15830","white","other party"
"15831","black","strong democrat"
"15832","white","not str democrat"
"15833","white","ind,near dem"
"15834","white","not str democrat"
"15835","white","ind,near dem"
"15836","white","ind,near dem"
"15837","white","ind,near dem"
"15838","white","strong democrat"
"15839","white","not str democrat"
"15840","other","ind,near rep"
"15841","white","not str democrat"
"15842","white","not str democrat"
"15843","white","strong democrat"
"15844","white","ind,near rep"
"15845","white","independent"
"15846","white","ind,near dem"
"15847","white","ind,near dem"
"15848","white","independent"
"15849","white","independent"
"15850","black","not str republican"
"15851","white","not str democrat"
"15852","white","not str republican"
"15853","white","independent"
"15854","white","other party"
"15855","white","strong democrat"
"15856","white","strong democrat"
"15857","white","strong republican"
"15858","white","ind,near dem"
"15859","black","strong democrat"
"15860","white","strong democrat"
"15861","white","not str democrat"
"15862","white","independent"
"15863","white","independent"
"15864","white","independent"
"15865","white","strong republican"
"15866","white","not str republican"
"15867","black","strong democrat"
"15868","black","strong democrat"
"15869","black","strong democrat"
"15870","black","ind,near dem"
"15871","black","strong democrat"
"15872","black","independent"
"15873","black","strong democrat"
"15874","black","strong democrat"
"15875","white","not str democrat"
"15876","white","independent"
"15877","white","not str republican"
"15878","white","not str democrat"
"15879","white","not str republican"
"15880","white","not str republican"
"15881","white","not str democrat"
"15882","white","not str republican"
"15883","white","strong republican"
"15884","white","not str republican"
"15885","white","strong democrat"
"15886","white","strong democrat"
"15887","white","strong democrat"
"15888","white","ind,near rep"
"15889","white","strong democrat"
"15890","white","not str democrat"
"15891","white","not str democrat"
"15892","white","strong democrat"
"15893","white","ind,near dem"
"15894","white","ind,near dem"
"15895","white","not str democrat"
"15896","white","not str republican"
"15897","white","ind,near rep"
"15898","black","strong democrat"
"15899","black","strong democrat"
"15900","black","strong democrat"
"15901","white","not str republican"
"15902","white","ind,near rep"
"15903","white","not str republican"
"15904","white","strong democrat"
"15905","white","strong democrat"
"15906","black","strong democrat"
"15907","white","strong democrat"
"15908","white","strong democrat"
"15909","white","strong democrat"
"15910","black","ind,near dem"
"15911","black","ind,near dem"
"15912","white","independent"
"15913","white","not str republican"
"15914","white","independent"
"15915","white","ind,near dem"
"15916","white","ind,near dem"
"15917","white","not str republican"
"15918","white","strong democrat"
"15919","white","not str democrat"
"15920","white","ind,near dem"
"15921","white","strong democrat"
"15922","white","strong republican"
"15923","white","not str democrat"
"15924","white","strong democrat"
"15925","black","strong democrat"
"15926","white","not str democrat"
"15927","black","strong democrat"
"15928","black","strong democrat"
"15929","black","strong democrat"
"15930","white","ind,near dem"
"15931","white","strong republican"
"15932","white","strong democrat"
"15933","black","independent"
"15934","white","ind,near dem"
"15935","white","ind,near rep"
"15936","white","ind,near dem"
"15937","black","not str democrat"
"15938","white","not str democrat"
"15939","white","ind,near dem"
"15940","white","strong democrat"
"15941","white","strong democrat"
"15942","black","ind,near dem"
"15943","black","ind,near dem"
"15944","black","strong democrat"
"15945","black","not str republican"
"15946","black","strong democrat"
"15947","black","ind,near dem"
"15948","white","ind,near rep"
"15949","white","ind,near dem"
"15950","white","not str democrat"
"15951","white","ind,near dem"
"15952","white","ind,near rep"
"15953","white","not str democrat"
"15954","white","independent"
"15955","white","ind,near rep"
"15956","white","ind,near rep"
"15957","white","strong democrat"
"15958","white","ind,near dem"
"15959","white","strong democrat"
"15960","white","strong democrat"
"15961","white","strong democrat"
"15962","white","not str republican"
"15963","white","not str democrat"
"15964","white","independent"
"15965","white","not str democrat"
"15966","white","not str democrat"
"15967","white","ind,near dem"
"15968","white","strong democrat"
"15969","white","ind,near dem"
"15970","other","ind,near dem"
"15971","white","not str republican"
"15972","white","ind,near rep"
"15973","white","ind,near rep"
"15974","white","ind,near dem"
"15975","white","strong democrat"
"15976","white","not str republican"
"15977","white","ind,near rep"
"15978","white","ind,near rep"
"15979","white","strong democrat"
"15980","white","ind,near dem"
"15981","white","strong democrat"
"15982","black","ind,near dem"
"15983","white","not str democrat"
"15984","white","strong republican"
"15985","white","other party"
"15986","white","ind,near rep"
"15987","white","not str republican"
"15988","white","not str democrat"
"15989","white","ind,near dem"
"15990","white","ind,near dem"
"15991","white","ind,near dem"
"15992","white","strong democrat"
"15993","white","not str republican"
"15994","white","independent"
"15995","white","ind,near dem"
"15996","white","independent"
"15997","white","not str democrat"
"15998","white","ind,near dem"
"15999","white","independent"
"16000","white","ind,near rep"
"16001","white","not str democrat"
"16002","white","strong republican"
"16003","white","independent"
"16004","white","strong republican"
"16005","white","ind,near rep"
"16006","white","strong republican"
"16007","white","strong democrat"
"16008","white","ind,near rep"
"16009","white","ind,near dem"
"16010","white","independent"
"16011","white","not str republican"
"16012","white","independent"
"16013","white","not str democrat"
"16014","white","other party"
"16015","white","independent"
"16016","white","strong republican"
"16017","black","ind,near dem"
"16018","other","independent"
"16019","white","ind,near dem"
"16020","white","not str democrat"
"16021","white","strong republican"
"16022","white","not str democrat"
"16023","white","not str republican"
"16024","white","not str democrat"
"16025","white","not str republican"
"16026","white","not str republican"
"16027","white","not str republican"
"16028","white","ind,near rep"
"16029","white","not str democrat"
"16030","white","ind,near dem"
"16031","white","ind,near rep"
"16032","white","strong democrat"
"16033","white","ind,near dem"
"16034","white","not str republican"
"16035","white","strong republican"
"16036","white","strong democrat"
"16037","white","strong democrat"
"16038","black","strong democrat"
"16039","black","ind,near dem"
"16040","white","strong democrat"
"16041","black","ind,near dem"
"16042","white","not str democrat"
"16043","white","independent"
"16044","white","not str republican"
"16045","white","not str democrat"
"16046","white","not str republican"
"16047","white","ind,near rep"
"16048","white","not str republican"
"16049","white","independent"
"16050","white","ind,near dem"
"16051","white","not str democrat"
"16052","white","not str democrat"
"16053","white","ind,near rep"
"16054","white","not str republican"
"16055","white","not str republican"
"16056","white","ind,near rep"
"16057","white","independent"
"16058","white","ind,near dem"
"16059","white","ind,near rep"
"16060","white","strong democrat"
"16061","white","not str democrat"
"16062","white","not str democrat"
"16063","white","ind,near dem"
"16064","white","strong democrat"
"16065","white","strong democrat"
"16066","white","not str democrat"
"16067","white","strong democrat"
"16068","white","ind,near rep"
"16069","white","not str democrat"
"16070","white","independent"
"16071","white","not str republican"
"16072","white","independent"
"16073","white","ind,near rep"
"16074","white","ind,near dem"
"16075","white","ind,near dem"
"16076","white","ind,near dem"
"16077","white","not str democrat"
"16078","white","not str democrat"
"16079","white","not str democrat"
"16080","white","strong republican"
"16081","white","strong democrat"
"16082","white","ind,near rep"
"16083","white","not str democrat"
"16084","white","ind,near dem"
"16085","black","strong democrat"
"16086","black","not str democrat"
"16087","white","independent"
"16088","black","strong democrat"
"16089","black","strong democrat"
"16090","white","strong democrat"
"16091","white","strong republican"
"16092","white","strong republican"
"16093","white","not str democrat"
"16094","white","ind,near dem"
"16095","white","ind,near rep"
"16096","white","ind,near dem"
"16097","white","not str republican"
"16098","white","strong republican"
"16099","white","strong republican"
"16100","white","not str republican"
"16101","white","ind,near dem"
"16102","white","strong republican"
"16103","white","ind,near rep"
"16104","white","not str republican"
"16105","white","strong democrat"
"16106","white","strong democrat"
"16107","white","not str republican"
"16108","white","not str democrat"
"16109","black","not str democrat"
"16110","white","not str democrat"
"16111","white","not str republican"
"16112","white","ind,near dem"
"16113","white","not str republican"
"16114","white","strong republican"
"16115","white","strong republican"
"16116","white","strong democrat"
"16117","white","not str republican"
"16118","white","strong democrat"
"16119","white","not str republican"
"16120","white","not str democrat"
"16121","white","not str democrat"
"16122","white","ind,near rep"
"16123","white","strong democrat"
"16124","white","ind,near rep"
"16125","white","ind,near rep"
"16126","white","ind,near rep"
"16127","white","ind,near rep"
"16128","white","ind,near dem"
"16129","white","ind,near rep"
"16130","white","ind,near dem"
"16131","white","ind,near dem"
"16132","black","ind,near dem"
"16133","white","strong democrat"
"16134","white","independent"
"16135","white","not str democrat"
"16136","white","independent"
"16137","white","not str democrat"
"16138","white","independent"
"16139","white","strong republican"
"16140","white","strong republican"
"16141","white","independent"
"16142","white","strong democrat"
"16143","white","not str democrat"
"16144","white","independent"
"16145","white","strong democrat"
"16146","white","independent"
"16147","white","ind,near rep"
"16148","white","ind,near rep"
"16149","white","ind,near dem"
"16150","white","strong democrat"
"16151","white","independent"
"16152","white","strong republican"
"16153","white","strong democrat"
"16154","black","ind,near dem"
"16155","black","strong democrat"
"16156","black","not str republican"
"16157","white","ind,near dem"
"16158","black","strong democrat"
"16159","white","strong democrat"
"16160","white","independent"
"16161","white","ind,near rep"
"16162","white","ind,near rep"
"16163","white","not str republican"
"16164","white","not str republican"
"16165","white","strong democrat"
"16166","white","strong democrat"
"16167","white","ind,near rep"
"16168","white","not str republican"
"16169","white","independent"
"16170","white","ind,near dem"
"16171","white","not str democrat"
"16172","white","other party"
"16173","white","independent"
"16174","white","not str democrat"
"16175","white","strong democrat"
"16176","white","other party"
"16177","white","ind,near dem"
"16178","white","strong republican"
"16179","white","strong democrat"
"16180","white","not str republican"
"16181","white","not str democrat"
"16182","white","strong republican"
"16183","white","not str republican"
"16184","white","not str democrat"
"16185","white","ind,near dem"
"16186","white","not str democrat"
"16187","white","not str republican"
"16188","white","ind,near rep"
"16189","white","strong republican"
"16190","white","not str democrat"
"16191","white","independent"
"16192","white","strong republican"
"16193","white","ind,near rep"
"16194","white","ind,near dem"
"16195","white","ind,near rep"
"16196","white","not str republican"
"16197","white","independent"
"16198","white","not str democrat"
"16199","white","ind,near dem"
"16200","white","ind,near dem"
"16201","white","not str democrat"
"16202","white","not str democrat"
"16203","white","not str republican"
"16205","white","not str democrat"
"16206","white","not str democrat"
"16207","white","strong democrat"
"16208","white","not str democrat"
"16209","white","ind,near dem"
"16210","white","not str democrat"
"16211","white","strong democrat"
"16212","white","not str democrat"
"16213","white","ind,near rep"
"16214","white","independent"
"16216","white","not str democrat"
"16217","white","ind,near rep"
"16218","white","not str democrat"
"16219","white","not str republican"
"16220","white","ind,near dem"
"16221","white","ind,near dem"
"16222","white","ind,near rep"
"16223","white","ind,near dem"
"16224","white","not str democrat"
"16225","white","strong democrat"
"16226","white","not str republican"
"16227","white","not str democrat"
"16228","white","ind,near dem"
"16229","white","not str democrat"
"16230","white","independent"
"16231","white","ind,near dem"
"16232","white","not str democrat"
"16233","white","independent"
"16234","white","ind,near dem"
"16235","white","ind,near rep"
"16236","white","independent"
"16237","white","strong republican"
"16238","white","independent"
"16239","white","ind,near dem"
"16240","white","strong democrat"
"16241","white","not str democrat"
"16242","white","strong republican"
"16243","white","not str republican"
"16244","white","independent"
"16245","white","not str democrat"
"16246","white","not str republican"
"16247","white","not str democrat"
"16248","white","ind,near rep"
"16249","white","strong republican"
"16250","white","ind,near dem"
"16251","white","ind,near dem"
"16252","black","strong democrat"
"16253","black","not str democrat"
"16254","white","not str republican"
"16255","white","ind,near dem"
"16256","white","strong democrat"
"16257","white","independent"
"16258","white","strong republican"
"16259","white","ind,near rep"
"16260","white","ind,near rep"
"16261","white","ind,near rep"
"16262","white","ind,near rep"
"16263","white","strong democrat"
"16264","white","not str republican"
"16265","white","ind,near rep"
"16266","white","independent"
"16267","white","not str republican"
"16268","white","ind,near rep"
"16269","white","ind,near dem"
"16270","black","strong democrat"
"16272","black","independent"
"16273","black","independent"
"16274","black","not str democrat"
"16275","black","not str republican"
"16276","black","independent"
"16277","black","strong democrat"
"16278","black","not str democrat"
"16279","black","strong democrat"
"16280","black","independent"
"16281","black","not str democrat"
"16282","black","strong democrat"
"16283","white","not str republican"
"16284","white","not str republican"
"16285","white","not str republican"
"16286","white","not str democrat"
"16287","white","ind,near rep"
"16288","white","not str republican"
"16289","white","ind,near dem"
"16290","white","ind,near dem"
"16291","black","strong democrat"
"16292","black","strong democrat"
"16293","black","not str democrat"
"16294","black","strong democrat"
"16295","white","ind,near dem"
"16296","white","ind,near rep"
"16297","white","strong democrat"
"16298","white","not str democrat"
"16299","white","strong democrat"
"16300","white","not str democrat"
"16301","black","strong democrat"
"16302","black","ind,near dem"
"16303","other","independent"
"16304","white","independent"
"16305","white","strong democrat"
"16306","white","strong republican"
"16307","white","not str democrat"
"16308","white","strong democrat"
"16309","white","not str democrat"
"16310","white","independent"
"16311","white","not str republican"
"16312","white","ind,near dem"
"16313","white","ind,near dem"
"16314","white","not str republican"
"16315","white","strong democrat"
"16316","white","independent"
"16317","white","not str democrat"
"16318","white","ind,near rep"
"16319","white","not str republican"
"16320","white","not str republican"
"16321","white","not str democrat"
"16322","white","strong democrat"
"16323","black","not str republican"
"16324","white","not str democrat"
"16325","white","strong republican"
"16326","white","not str democrat"
"16327","black","independent"
"16328","black","independent"
"16329","black","strong democrat"
"16330","black","not str democrat"
"16331","black","not str democrat"
"16332","white","not str democrat"
"16333","white","not str democrat"
"16334","black","strong democrat"
"16335","black","ind,near dem"
"16336","white","ind,near rep"
"16337","black","strong democrat"
"16338","white","not str democrat"
"16339","white","not str democrat"
"16340","white","not str democrat"
"16341","white","not str democrat"
"16342","white","strong republican"
"16343","white","strong democrat"
"16344","white","strong republican"
"16345","white","strong republican"
"16346","white","strong democrat"
"16347","white","not str republican"
"16348","white","not str republican"
"16349","black","not str democrat"
"16350","black","not str democrat"
"16351","black","ind,near dem"
"16352","black","strong republican"
"16353","white","strong republican"
"16354","white","strong democrat"
"16355","white","other party"
"16356","white","ind,near rep"
"16357","white","not str democrat"
"16358","white","strong democrat"
"16359","white","strong republican"
"16360","white","not str democrat"
"16361","white","ind,near dem"
"16362","white","strong democrat"
"16363","white","independent"
"16364","white","strong democrat"
"16365","white","not str republican"
"16366","white","independent"
"16367","white","not str democrat"
"16368","white","independent"
"16369","white","not str democrat"
"16370","white","strong democrat"
"16371","white","independent"
"16372","white","strong democrat"
"16373","white","not str republican"
"16374","white","strong democrat"
"16375","white","not str democrat"
"16376","white","not str democrat"
"16377","white","strong democrat"
"16378","white","independent"
"16379","white","strong democrat"
"16380","white","not str democrat"
"16381","white","strong democrat"
"16382","white","ind,near dem"
"16383","white","independent"
"16384","white","not str democrat"
"16385","white","not str republican"
"16386","white","independent"
"16387","white","not str republican"
"16388","white","not str democrat"
"16389","white","independent"
"16390","white","strong democrat"
"16391","white","ind,near rep"
"16392","white","strong democrat"
"16393","white","ind,near rep"
"16394","white","ind,near dem"
"16395","white","independent"
"16396","white","ind,near dem"
"16397","white","strong democrat"
"16398","white","not str democrat"
"16399","white","strong republican"
"16400","white","ind,near dem"
"16401","white","not str republican"
"16402","white","strong democrat"
"16403","white","strong democrat"
"16404","white","independent"
"16405","white","strong republican"
"16406","white","not str republican"
"16407","white","strong democrat"
"16408","white","not str democrat"
"16409","white","ind,near rep"
"16410","white","independent"
"16411","white","strong democrat"
"16412","white","other party"
"16413","white","not str democrat"
"16414","white","strong democrat"
"16415","white","not str republican"
"16416","black","not str democrat"
"16417","white","not str democrat"
"16418","white","strong republican"
"16419","white","not str democrat"
"16420","white","not str democrat"
"16421","white","strong republican"
"16422","white","not str democrat"
"16423","white","not str democrat"
"16424","white","not str republican"
"16425","white","strong democrat"
"16426","white","not str democrat"
"16427","black","independent"
"16428","white","ind,near dem"
"16429","white","independent"
"16430","white","strong democrat"
"16431","black","ind,near dem"
"16432","white","not str republican"
"16433","white","ind,near dem"
"16434","black","not str democrat"
"16435","white","not str democrat"
"16436","white","not str republican"
"16437","white","not str democrat"
"16438","white","ind,near rep"
"16439","white","not str republican"
"16440","white","strong democrat"
"16441","white","independent"
"16442","white","ind,near dem"
"16443","white","ind,near dem"
"16444","white","strong democrat"
"16445","white","not str republican"
"16446","white","strong republican"
"16447","white","not str republican"
"16448","white","not str democrat"
"16449","white","ind,near rep"
"16450","white","not str republican"
"16451","white","strong democrat"
"16452","white","ind,near rep"
"16453","white","ind,near dem"
"16454","white","not str democrat"
"16455","white","strong republican"
"16456","white","not str democrat"
"16457","white","not str republican"
"16458","white","not str republican"
"16459","white","ind,near rep"
"16460","white","not str republican"
"16461","white","independent"
"16462","white","ind,near rep"
"16463","white","ind,near rep"
"16464","white","strong democrat"
"16465","white","not str republican"
"16466","white","strong republican"
"16467","white","not str democrat"
"16468","white","not str democrat"
"16469","white","strong republican"
"16470","white","other party"
"16471","white","not str democrat"
"16472","white","not str democrat"
"16474","white","ind,near dem"
"16475","black","ind,near dem"
"16476","white","independent"
"16477","white","not str democrat"
"16478","white","strong republican"
"16479","other","ind,near rep"
"16480","black","ind,near dem"
"16481","white","ind,near dem"
"16482","black","ind,near rep"
"16483","white","strong republican"
"16484","white","strong republican"
"16485","white","not str democrat"
"16486","white","independent"
"16487","white","not str republican"
"16488","white","not str democrat"
"16489","white","not str democrat"
"16490","white","strong republican"
"16491","white","not str republican"
"16492","white","not str republican"
"16493","white","ind,near dem"
"16494","white","strong democrat"
"16495","white","strong democrat"
"16496","white","ind,near dem"
"16497","other","other party"
"16498","white","strong republican"
"16499","white","ind,near rep"
"16500","white","not str republican"
"16501","white","ind,near rep"
"16502","white","other party"
"16503","white","not str democrat"
"16504","white","not str republican"
"16505","white","independent"
"16506","white","strong democrat"
"16507","white","not str democrat"
"16508","white","not str democrat"
"16509","white","not str republican"
"16510","white","ind,near dem"
"16511","white","not str republican"
"16512","white","not str democrat"
"16513","white","not str democrat"
"16514","white","strong democrat"
"16515","white","independent"
"16516","white","not str republican"
"16517","white","ind,near dem"
"16518","other","strong republican"
"16519","white","ind,near dem"
"16520","white","not str democrat"
"16521","white","not str republican"
"16522","white","independent"
"16523","white","not str republican"
"16524","white","strong republican"
"16525","white","independent"
"16526","white","strong republican"
"16527","white","independent"
"16528","white","not str republican"
"16529","white","strong republican"
"16530","white","strong republican"
"16531","white","strong republican"
"16532","white","not str republican"
"16533","white","not str democrat"
"16534","white","not str democrat"
"16535","white","strong republican"
"16536","white","ind,near dem"
"16537","white","not str democrat"
"16538","white","not str republican"
"16539","white","ind,near dem"
"16540","white","not str republican"
"16541","white","strong republican"
"16542","white","not str republican"
"16543","white","strong republican"
"16544","white","not str democrat"
"16545","white","strong republican"
"16546","white","not str republican"
"16547","white","not str republican"
"16548","white","ind,near dem"
"16549","white","ind,near dem"
"16550","white","independent"
"16551","white","independent"
"16552","white","not str democrat"
"16553","white","not str republican"
"16554","white","strong republican"
"16555","white","not str republican"
"16556","white","not str democrat"
"16557","white","not str republican"
"16558","white","ind,near dem"
"16559","white","independent"
"16560","white","ind,near dem"
"16561","other","not str democrat"
"16562","white","ind,near dem"
"16563","white","strong republican"
"16564","white","strong republican"
"16565","white","not str democrat"
"16566","white","other party"
"16567","white","ind,near dem"
"16568","white","ind,near rep"
"16569","white","not str democrat"
"16570","white","strong republican"
"16571","white","strong republican"
"16572","white","not str democrat"
"16573","white","strong republican"
"16574","white","not str republican"
"16575","white","strong democrat"
"16576","white","strong democrat"
"16577","white","strong republican"
"16578","white","not str republican"
"16579","white","ind,near rep"
"16580","black","strong democrat"
"16581","white","ind,near rep"
"16582","black","strong democrat"
"16583","white","strong democrat"
"16584","other","not str democrat"
"16585","other","ind,near rep"
"16586","white","independent"
"16587","white","independent"
"16588","white","not str republican"
"16589","white","ind,near rep"
"16590","white","not str republican"
"16591","white","not str democrat"
"16592","white","not str republican"
"16593","white","not str republican"
"16594","white","not str republican"
"16595","white","not str democrat"
"16596","white","not str democrat"
"16597","white","not str republican"
"16598","white","not str republican"
"16599","white","ind,near rep"
"16600","white","ind,near dem"
"16601","white","strong republican"
"16602","white","ind,near dem"
"16603","white","ind,near dem"
"16604","white","not str republican"
"16605","white","strong republican"
"16606","white","not str democrat"
"16607","white","not str democrat"
"16608","white","strong republican"
"16609","white","not str republican"
"16610","white","strong democrat"
"16611","white","independent"
"16612","white","other party"
"16613","white","strong democrat"
"16614","white","ind,near dem"
"16615","white","ind,near dem"
"16616","white","not str democrat"
"16617","white","not str republican"
"16618","white","ind,near rep"
"16619","white","independent"
"16620","white","ind,near rep"
"16621","white","independent"
"16622","white","not str democrat"
"16623","white","not str republican"
"16624","white","not str republican"
"16625","white","independent"
"16626","white","not str republican"
"16627","white","strong republican"
"16628","white","strong republican"
"16629","white","not str republican"
"16630","white","strong republican"
"16631","white","strong republican"
"16632","white","ind,near dem"
"16633","white","not str republican"
"16634","white","not str republican"
"16635","white","independent"
"16636","white","not str republican"
"16637","white","strong republican"
"16638","white","not str republican"
"16639","white","strong republican"
